,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 11,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,H3K27ac private topic 1,H3K27ac private topic 2,H3K27ac private topic 3,H3K27ac private topic 4,H3K27ac private topic 5,H3K27ac private topic 6,H3K27ac private topic 8,H3K27ac private topic 9,H3K27ac private topic 10
Mir6347,-0.2526624,-0.64687467,-0.66997623,0.68183833,0.5832229,-0.24347652,0.53367233,0.0419154,0.58593416,-1.4478165,-0.5092119,-3.7171423,-0.75010234,0.2740902,0.30492225,-0.3646871,-0.15100773,0.22083232,-0.9124037,-0.6168123,-0.018068098,-1.5487877,-0.16353738,0.178873
Ccdc190,2.3524833,-0.6524312,-0.5645988,1.0165423,-0.23024012,-2.2921896,-0.02524513,-0.5677831,-0.51760507,1.3261023,-1.8274992,0.095136344,-3.234703,-3.5793824,-3.6651285,-0.8973777,-0.226056,1.0550076,0.81836724,-0.15359582,0.52187914,-0.21555641,-0.34875315,-0.5007037
3110045C21Rik,-0.82029194,-0.4640897,0.056218132,-0.9231842,-0.3460189,-2.9706106,-1.1704229,-0.17961721,-0.3373265,-3.8453999,-0.69791865,-0.31926107,-0.15013616,-0.112013996,-0.39770907,-1.6792148,-0.15258195,-3.1695726,0.39571702,-0.38390845,-0.7641905,-0.12809074,-0.24660155,0.037756115
Spata46,-1.8163877,-0.34556738,-3.7404535,0.22444057,0.20952821,-1.8680714,-0.16039443,-2.5955417,-2.5167158,-2.9021978,-0.2766478,0.7550138,-0.75374216,-0.85779965,-1.9518372,-0.82131326,-0.5091684,-1.3529217,-2.6743639,-0.31577134,-1.5844251,-3.35648,0.19989061,-0.59095246
Apoa2,0.3050192,-0.15895027,-0.54807794,-0.0770727,-3.8891964,0.33429635,-0.22091159,-0.2807256,-0.8170704,-0.55627394,-0.44087073,-0.18875231,0.1396789,-0.2931078,0.60783345,-0.14157008,-0.11611114,0.79456574,0.3128863,-0.13127732,-0.23026623,-0.16718632,-0.9773604,-0.15826869
Tomm40l,0.21666843,-0.17077346,-0.45251644,-0.19931668,-2.8066962,0.28676036,-0.17701878,-0.43033567,-0.7367236,-0.6301127,-0.8813793,-0.18588486,0.21954456,-0.31960618,0.5583327,-0.121279776,-0.12070798,0.7882999,0.17093468,-0.11043803,-0.3599463,-0.16339731,-0.9231931,-0.2159127
Ppox,-0.14858276,-0.7232782,-0.39782086,-0.43450564,-4.1731863,-2.8527873,-0.7035175,-0.07756184,-4.228579,1.1216174,0.7009693,0.66126966,1.1759512,0.9334823,1.3634555,0.19097626,-0.10639832,0.6031283,-1.0318762,-0.38588488,-0.1546368,-0.12644652,-0.42839527,-0.12894823
Nit1,0.68610996,-0.15190457,-0.1884182,-3.6471655,-0.4197561,-3.5386367,-0.105146036,-0.23550095,-0.003292963,0.3685916,-0.75778526,0.5773812,0.7266124,0.10080305,0.20440722,-2.0788407,-0.1872092,-1.8760495,-1.8278307,-0.276112,0.096372485,-0.23756443,-0.25627387,0.10883966
Klhdc9,0.5788662,0.11867446,-2.706087,-0.2110706,0.76433176,-3.5197182,-0.039782137,-0.5828129,0.7990309,-2.6324055,0.5197893,-0.12669587,0.68699163,-0.2827383,-0.15166509,-0.25623086,-0.21672288,-2.6269374,-2.6920109,-0.16574693,-2.545669,-0.7557812,-0.3847934,-0.35449642
Tstd1,0.68723774,-1.9358287,0.42749506,0.6457981,-2.8906965,-2.380812,1.0805628,-2.2699242,-4.134269,-2.9838448,0.5695258,0.14286795,-0.64658064,-2.9204307,-1.9635085,-0.50987434,-0.42777905,0.30181015,0.2850663,-0.10500002,-0.42888972,-0.0083529055,-2.347514,0.9514564
Alyref2,0.71400666,-0.20391312,0.22261906,0.6123563,0.6116173,0.009183794,-0.14089108,-0.057378955,0.46327347,-3.9193802,0.16532767,0.23360899,-0.06425853,-0.3463571,-0.42857268,-0.24554993,-0.08812219,-0.35412815,-0.16806543,-0.5794064,-0.41290304,-0.07790183,-0.31233808,0.026734695
Mir7683,-0.2553196,-4.005986,0.51757216,-3.707233,0.009129524,-3.5488303,-0.49617967,-0.2922777,-3.2008245,1.0060751,-4.1058006,-3.9544024,-0.015959978,0.0017192364,0.16599238,0.31713307,-2.4137826,-3.7053533,0.4218552,-1.8778032,-2.8624868,-3.4781325,-2.2853389,-2.9498868
Nhlh1,1.5402358,0.10464679,-0.3783284,1.4406735,0.14186424,0.042302817,-0.54600924,-0.030459076,0.6687807,1.7490984,-2.0149245,-0.80408,-2.1531515,-1.6688132,-4.0162897,-0.21798417,-1.0862617,-0.055744655,0.108980596,-0.14591628,0.1537461,-1.3981035,0.028214574,-0.12393999
Pigm,0.7254786,-1.1667492,-0.2128698,0.5466179,-0.14131053,0.5426855,-0.10251386,-1.4899192,-0.2600779,1.0086069,0.66873056,0.6188969,-0.75235623,-0.26690197,-0.41264823,-0.2835508,-1.3460021,-3.370313,0.18737465,-0.25923577,-0.11349453,-0.13210127,-0.3265765,-0.7042083
Ackr1,-0.18368185,-5.054628,-4.1384926,0.66490495,-1.4722914,0.24946305,-2.366429,-1.5732259,-0.8157224,-3.8731017,0.4514357,-3.5922656,1.1485621,2.1517103,2.2888575,-0.058725864,-1.2979538,-0.539416,-3.123376,-1.9200006,0.020603776,-2.1580648,0.720075,-0.9797531
Chml,-3.916592,0.20458138,0.16159531,0.39751077,-0.28089577,-3.18235,-1.1428432,0.10621968,0.6963081,-0.07936442,1.2695184,-2.7634776,0.29266673,-0.06735164,-0.4079479,-2.4670696,-0.2125267,0.55876917,-1.556706,-1.3313798,0.21442002,-0.1945054,-0.17646423,-0.2664828
1700047M11Rik,-4.1300488,-0.70465636,0.35973573,0.11562914,-1.3140361,-1.1809652,-0.50332963,-1.9638283,-2.2294192,-4.068244,-3.2361145,0.5670508,-0.1921708,-0.83847374,-0.40936422,-0.43079647,-0.27876925,-2.4107647,-2.9795148,-0.4468658,0.11575633,-0.47612178,-0.39146173,-0.55840015
Mir194-1,-4.2871675,-0.68419987,-3.121454,-4.091009,-1.3047953,-3.7563055,-0.9818038,-2.7494574,-3.2955306,-0.9685743,1.1123635,-2.5132527,0.13324702,-3.0008752,-0.90788364,-2.654352,-0.6342734,-2.4165964,-2.9584253,-0.34223574,-3.490681,0.38490617,-2.948195,0.5066818
Mir215,-3.1862812,-0.62621784,-3.013657,-4.11716,-0.49330032,0.26872104,-0.31125656,-3.0413556,-3.9526737,0.45234352,0.87660813,-1.4611878,0.24944967,-0.34693533,-0.67335457,-0.45031238,-0.48279577,-2.4493742,-3.341807,-0.074273765,-2.818162,0.07954806,-3.2420242,0.23842883
Gm2061,-0.5233047,-4.0333023,-3.8944998,-0.75751144,-3.9694312,-0.3419077,-2.4183946,-0.63397574,-4.3291397,0.68442965,0.5437293,-2.6316175,1.2777677,1.9080408,2.0343025,-0.021673158,-1.7366077,0.045585483,-1.4435886,0.110115886,-0.10626705,-0.25914752,-0.22073072,-1.0043426
A230020J21Rik,-0.08537071,-2.053346,0.062482357,-0.31107166,0.80451024,-1.2873642,-3.23404,-0.9428038,0.5637963,0.07257977,0.2603362,0.3912397,-0.3234122,0.42717713,-0.13211092,-1.4816632,-0.21559176,1.2654706,-0.6391119,-0.025575817,-2.7654862,-0.06338319,-0.4409042,-0.20814659
Gm15867,-0.54955465,0.9008899,-0.28846502,0.59863776,-0.98616505,-0.08396397,-0.17245376,0.19302332,-0.6778232,0.09497221,-0.72316265,-0.7511205,-0.37567315,-1.9665062,-4.0060964,0.051216863,-0.0384699,0.4406255,-0.3630704,0.016549777,-0.17722015,-0.21733804,-0.006092526,-0.43957934
G0s2,-0.63990974,-0.24953589,-0.22647938,-0.7395083,-0.56304693,0.3919319,-0.0036655888,0.091764644,-1.1925412,0.49642926,0.9208875,0.38590652,0.42153746,-0.5008431,-0.7167156,0.020962141,-0.49035862,-2.8311832,0.13353018,-0.11266374,-0.28299567,-2.1062484,-0.08625426,0.09249006
Mir205,-0.9360426,-4.1802597,0.035676196,0.5622167,-0.8589358,0.3736818,0.8048939,0.4445633,-0.20272835,0.047120288,-0.81818587,-0.45742038,-0.30587178,-1.4750364,-2.9935803,-0.026785737,-0.11745095,0.4298876,-0.10376669,0.034451738,-0.79634184,-0.2453683,0.06621345,1.1512544
Mir3962,-0.24059227,-2.992971,0.39558798,-4.0999928,-0.9430808,0.59173,-1.1947466,-3.543167,-0.7809293,-4.1324406,0.6766681,0.66121316,0.75484276,0.056097925,-1.4780205,0.03402379,-0.24543792,0.8982954,0.66067505,-1.575042,-1.4179221,-0.095927045,-0.45090652,0.030996948
Mir29b-2,-3.7331595,-4.365285,-4.191824,0.73975575,-0.7223966,-3.8597121,-3.1578312,-0.26601487,-2.0722575,-4.0079765,0.73240066,0.0006374717,0.23368394,0.4914713,0.7368084,-0.9744175,0.0649333,1.3688266,-2.2762518,-2.065929,-3.9951222,-0.54445195,-1.6774809,-2.1322727
Mir29c,-2.865599,-3.9817398,-3.735134,0.68562376,-0.20351952,-3.662931,-3.0775082,-0.30960876,-1.4492561,-3.9264753,0.68742824,0.15998918,0.26178014,0.18201274,0.638497,-1.076631,-0.5017481,1.3324137,-1.8083628,-2.0800369,-3.7026007,-0.5796815,-1.1421692,-1.7318006
A630066F11Rik,0.5850214,-0.4803708,-1.3927773,-1.8517061,-0.15700907,-1.3143754,-0.24994446,0.016181812,0.6581174,-0.2040916,-0.23160422,-0.10699694,0.83517694,0.42566794,0.51704216,-0.05207277,-0.07783952,-3.1570349,-1.0869668,-0.0040826127,-0.058150575,-0.79688644,0.11342248,-0.6731649
BC020402,0.40222937,0.33897167,0.45167303,-3.290956,0.032236226,-0.60902125,-0.19820121,0.113957,-0.44221836,0.44198835,-0.27424163,0.83316,-0.9497056,0.31200653,0.068639114,-0.06907139,-0.10404715,0.049389802,-1.1834307,-0.30327517,0.15921141,0.032132976,-0.4118186,-0.24894004
Mir5104,-3.1827734,0.97941494,0.37727803,-1.1613196,0.17496648,-0.5818689,-0.4337271,-2.3617637,-2.3245032,0.47801286,0.5723524,-3.5128164,-1.7167852,-0.10809517,-0.8474118,-0.06420698,-0.12815195,0.7221123,0.4832254,-0.64384544,-1.6283818,0.013422146,-0.52480924,-0.020755813
Slc35d3,-0.49104866,0.3729185,-1.5045617,0.2778635,-0.029811889,0.25193724,-0.113077156,-0.1754607,0.33238325,-0.15985233,-0.74917203,-0.6734375,-0.023493253,-0.6744425,-0.6495654,-0.60367084,-0.12720218,-2.560145,-1.7792039,-0.16268769,-0.02159863,-0.622128,-0.098937936,0.0065680444
4930405J17Rik,1.2847128,-1.7002778,-2.8330534,0.62212825,-0.25896594,0.72380114,-0.025982916,-2.3297272,-1.5252885,-2.6536515,-2.667737,-3.6169088,0.57993054,-0.6771716,-3.5395904,-0.76842505,-1.1244574,-3.2158222,-2.8684075,-0.5036384,-1.9186406,-2.7907944,-0.7326103,0.17491794
Mir7663,0.7078748,-0.56136596,0.36113867,0.4348476,0.059138566,-0.33666044,-0.28430068,-0.33040392,0.48933572,0.37218314,0.34279105,0.44398642,0.20641276,-1.085421,-0.20741369,-0.081668995,-0.07940417,-0.23425035,0.22110537,-0.24801853,-0.030260347,-0.1799393,-0.15126404,0.090264425
Snora33,-1.1713551,-0.65774316,-0.64251906,-1.8011757,-1.9759309,-4.0787697,-0.27920258,-0.63227665,-0.8851171,-0.89010465,-0.7426476,-0.14997077,-1.1853135,0.19092524,0.32125103,-0.01519537,-0.072147414,-3.1177418,-0.0013451204,-0.0634772,-1.4722741,0.17374697,-0.10137594,-0.17199603
Snord100,-1.1464244,-0.59635,-0.5306499,-4.6647873,-1.8248227,-3.9175978,-0.26884985,-0.5956441,-0.941324,-0.35206506,-0.62686425,-0.12169713,-1.0563233,0.16807458,0.27250132,-0.025503933,-0.041968793,-3.0356581,0.019115523,-0.008091673,-1.5663651,0.23554352,-0.10074637,-0.14253823
Taar2,-0.3015117,-0.025354743,-3.7181208,0.49542475,-4.3685107,-3.9327877,-0.8330803,-3.9241602,-1.184375,0.69448435,0.9370744,-0.17102236,-0.9225322,-1.2125336,-1.3630667,-1.2197796,-2.653242,-3.2625697,-3.7115955,-4.3493814,-3.5667655,-0.516232,-0.84547085,-0.62659115
Taar4,0.014218032,-4.11605,0.55451775,-4.0799613,0.043144464,0.685568,0.3156122,-3.947971,-1.1624238,-3.7313528,-3.2992253,-1.00613,0.25162077,-1.8704121,-1.4359316,0.06756359,-0.986676,-2.7502785,-1.67625,-3.8522944,-3.7372885,-0.064893425,-3.5680215,-0.66996884
Taar5,-1.9373182,-4.063946,0.3237235,-3.9435031,-0.54692185,-0.8660413,0.1858449,0.20837563,0.045548916,-3.3606513,0.46296275,-2.6112862,-0.8443712,-3.295368,-4.842404,0.4548322,-0.087412536,-2.9985693,-1.6164324,-0.3459114,-3.305494,-2.9305162,-1.9878045,0.58486056
Taar6,-0.4689172,-3.8273153,-1.1725037,-3.8971977,-3.8278513,-0.09748179,-0.4112066,-0.31417757,-0.5168613,0.24963951,0.23766506,-2.6691718,-1.935353,-2.5664635,-2.3611233,-0.6925152,-0.68620265,-3.327992,-0.036878884,-0.12307447,-3.2350924,-3.1600175,-2.7528453,0.07749587
Taar7e,-4.644465,-0.8899567,-2.3531675,-4.4772086,-1.5660876,-4.061414,-4.6927805,-2.461491,-1.1440177,-4.3431945,-1.0544991,-0.42869604,-0.21404922,0.8034179,1.3294859,-3.9711857,-1.5679543,-3.5258987,-1.3058105,-2.6074007,-4.1719694,-0.59212744,-0.16837358,-4.8481455
Taar7f,-4.298234,-3.7260437,-0.5387242,-1.3069699,-0.9090991,-2.2953608,-3.6140654,-3.4732234,-0.8083913,-0.7775849,-0.7372152,0.08824873,0.48890924,0.97411144,1.0803668,-0.9872751,-0.9926563,-3.0316107,-1.6111193,-1.4457998,-3.5940514,-0.7649287,-0.33764642,-3.7232351
Taar8a,-1.9097213,0.68327,-1.3218386,-1.282331,-3.569156,0.0065306425,-3.9246378,-1.3608888,-0.46226326,0.2573992,-0.07724011,-0.8892959,0.12459636,-0.7727081,-2.0049658,-0.81645715,-3.3577433,-2.9122212,0.52873397,-0.8030454,0.58622694,-1.8021027,-0.016519666,-3.5970418
Taar8b,-2.1109085,0.65512466,-0.6728984,-3.8998318,-2.171389,-1.8670108,-3.5496583,-1.2826747,-4.318655,-3.3183644,-0.7014434,-1.4037524,-0.079946935,0.45552123,-2.1723409,-3.8866396,-0.9261754,-3.4100215,-3.2708507,-0.77976525,0.25318563,-0.287158,0.027177453,-3.8020382
Mir6905,-0.46630102,-4.197029,-0.53618157,-3.9697313,-1.5551865,-3.6091301,-3.1727026,-0.16560814,-4.36631,-1.4841437,-2.8571336,-1.1124082,-3.4518557,-1.7232176,-1.0957053,-3.2087944,-0.021734118,1.5611095,-0.6802932,0.13776588,-3.0968115,-1.0045258,-2.905917,0.71638715
Gm9767,-0.019139558,-1.0362142,0.17689249,0.51035786,0.7285396,0.029872552,-0.16709879,0.5676101,0.82150507,0.09308624,-0.1300513,-1.0080391,-2.3754926,-3.919639,-4.0510454,0.05836761,-0.19151711,0.7401158,0.3575508,-0.5103915,-2.0030699,-1.7689571,-0.16583656,-1.9055891
Calhm6,-1.0532489,0.720829,-0.42373943,-4.1252604,-0.8404233,-3.5253377,0.10900378,0.12015116,-0.7316026,0.7653625,-0.029505193,-2.7051823,-1.3445865,-1.6292254,-0.25051177,-0.16152665,-0.2671705,-2.7771173,0.83445144,-0.34814495,-1.7819362,-0.46718863,-0.33736992,-1.2344575
Tspyl1,0.1727638,0.49669534,0.5058602,0.3976194,0.153347,-0.46868896,-0.11955153,-1.6065136,-0.12111625,0.2850107,-0.43817475,-0.25487778,0.2418195,-0.14036283,-0.17643814,-0.036176737,-0.114455275,0.3874061,-0.43708158,-0.10449476,-0.069954276,-0.08212108,-0.30162263,-0.51017696
Tspyl4,-1.3852355,0.50505435,-0.74828166,1.3622218,1.3546699,-0.21940254,0.17665744,0.116096556,1.5282087,1.0413562,-4.282283,-0.80729216,-2.4115357,-4.316545,-4.7411766,-1.5789931,-0.34372497,0.32602417,0.08118865,-0.17632699,0.30563256,-0.17127958,-0.8493413,-1.3320966
Mfsd4b4,-1.0540106,0.024117261,0.3854314,-0.61747736,-1.745053,0.35059744,-0.62782466,-0.08437252,0.0063928515,-0.2942962,-0.3450709,0.29811984,-4.062782,-0.6642698,0.05950558,-1.5001831,-0.19311503,0.5298094,-1.7578161,-0.22354981,-0.7441508,-0.22141565,-0.19430853,-1.4795716
Smpd2,0.57154286,-0.14375338,0.0077920705,-3.6446488,-0.16736443,-0.50322706,-0.53747004,-0.79645586,-3.1667776,-0.10144494,-0.5428687,0.2747429,0.17201352,-0.31841534,-1.7731498,-0.16818006,-0.17483753,0.750628,-0.08892496,-1.5798795,-0.18827981,-0.13448139,-0.17611425,-0.16852097
9030612E09Rik,0.39408323,0.64413834,-0.45696214,1.0854305,1.0813321,0.26176772,-0.018091694,0.39357802,1.2172617,1.3335649,-0.52194375,0.036482275,-3.0868998,-2.5499053,-1.0650451,-0.111088514,-0.079640895,0.9023998,-1.2915363,-0.16465765,-1.0580542,-0.18854712,-0.26706594,-0.66581833
Fabp7,3.1239133,-3.447647,-2.066382,-0.21803948,0.61125207,-3.771147,-3.3270626,-4.2717495,0.74287057,2.0780027,-0.63800246,-3.169689,-1.0774977,-4.070114,-2.5424924,-1.8098811,-3.404073,0.46825492,-3.2015176,-0.08732903,1.0382007,-3.4092963,-3.0714169,-0.826043
BB019430,-2.9680617,0.40823215,-0.4828837,-0.17478855,-0.50678074,0.38406748,-0.79972434,-0.27437782,-0.066425085,1.1346108,-1.9271053,-3.0880427,-0.22160581,-2.1786485,-4.214696,-0.035275757,-0.65922153,-0.03408569,-3.0386117,-2.6780772,-2.4521108,0.21093303,-0.41304147,-0.37551016
Mir6408,-0.99092066,-4.0801377,-0.66601264,0.025641948,1.0808014,-3.1205707,0.017696619,-0.29838735,0.40209502,0.5581317,0.41857833,-1.9165204,-0.28381544,-0.92732346,-0.3858466,-0.054101206,-0.2072074,-1.1397814,-0.5860198,-0.17569472,0.053970173,-1.7911575,-0.07767026,-0.72158647
Neurog3,0.88476825,0.060617343,-0.11206845,0.5813434,0.3053688,-0.012371562,-0.675714,0.35687834,0.3079739,1.1664408,-0.477646,-0.2987918,-1.419432,-0.5148444,-1.5366949,-0.061638292,-0.060040615,-2.9504077,-0.9097221,-0.3495593,-0.5021288,0.13947274,-0.2112572,-0.13267988
4930507D05Rik,0.3122857,0.2688482,-0.08699413,1.0511963,0.16019309,-0.80267924,-0.5722431,0.36823273,-0.48503855,-0.024154201,-2.0343773,-0.99317074,-0.914249,0.16415384,0.10809328,-0.017304271,-0.15555218,-3.2572882,-0.4347054,-1.8283244,-0.08755563,0.046491593,-0.0289535,-0.2782569
Mir7215,1.2408975,-0.7039846,-0.22977611,0.16847375,-1.0829569,-0.03232631,-0.13192865,-1.0041869,-0.38772953,0.92538416,-0.34744176,-1.1287246,-1.429773,-1.2416247,-1.459472,-1.139154,-0.20266925,-2.7922056,-1.5407988,-0.26446244,0.38265288,-0.7235288,-0.33828852,-0.19971953
Atoh7,-3.917815,0.1200431,-0.30281204,-0.3072655,-1.1979758,-3.901722,-0.63192236,-0.3878186,0.71959937,0.5932686,0.33486432,-3.3930473,0.0057300627,-0.5468304,-0.11950894,-2.3503804,-0.23271467,1.1697435,0.8528601,-0.18274462,-0.46047357,0.25005275,-1.29195,-0.27706784
Gm5779,-2.3060267,-0.8387327,-0.8320744,-3.964049,-0.35088524,0.1884489,-1.8978515,-2.0058768,-1.1613644,-1.1699097,0.8639246,-3.034446,-3.9583333,-0.9414863,-3.3143055,-0.09707585,-0.3470792,-2.4480128,-0.8096026,0.07253659,-0.43861803,-0.16336462,-0.4467521,-0.3979831
Lrrc75b,1.4069607,0.39986676,-3.679278,1.5467987,1.5288988,0.40449876,-0.31488815,-0.954952,1.827377,0.9168366,0.07572457,-3.78456,-3.5705628,-0.53939617,-2.8953395,0.0311331,-0.7290377,0.814044,0.14939007,-0.41030315,0.080721945,-2.5118034,-0.7785344,-0.24108803
Ddt,0.3236485,-0.8304373,0.09777638,0.2558744,0.15654773,-3.5708191,-0.4187292,-3.2722032,-1.2864078,0.51988214,-0.3528291,0.3226105,0.6050968,0.791517,-0.28792092,-0.64226484,-0.3775109,-3.4044566,-2.3100114,-0.40060812,-1.7080481,0.28279072,-1.8658537,-0.33742738
Gm867,0.9417434,-3.3934696,-3.5757647,0.7179087,-0.06308375,-0.7929704,-3.5602314,-0.46010438,-0.47532395,0.53437245,0.23870373,-0.29077214,-1.3164558,1.7137233,1.9029481,-0.24292631,-0.39186835,-3.6844118,-0.8443237,-0.69888294,0.76176405,-0.14485493,-0.06845236,-0.78940076
Vpreb3,1.4691138,-1.2885407,-0.07219957,0.8852236,0.2054413,-0.48271066,-3.4262323,-0.6117095,-0.49655816,0.85478675,-1.0702238,-2.2974215,0.4021812,-0.48907232,-0.18631473,-1.289942,-0.46442556,-2.7154713,0.5881158,-0.19791064,0.6583337,-1.3245016,-0.25578517,-0.20902595
Mir6409,-3.6985104,0.018195212,-1.7157571,-3.834143,-0.030173838,-1.9572303,-2.5000386,-0.7273848,-0.30013704,-2.784315,-0.63853806,0.56171036,0.634539,-0.10550466,-1.4266348,-0.67516863,-1.0812187,-1.0313756,0.9778763,-1.8893561,-0.71570003,-0.39032328,-2.1232913,-0.3479715
Mir678,-0.7795833,0.7065986,-0.52732253,-0.61757696,0.52496165,-2.0888295,-0.97119313,-1.589298,0.4892612,0.8043364,-2.7637522,-0.61129624,0.100896955,-3.6686435,-1.6588575,-0.2422627,-0.2057968,-1.5023122,1.1698369,-0.30340827,0.21138212,-1.4560556,0.13877237,-0.57664293
Gm10941,-0.17637981,0.0990044,0.28694597,-0.22928847,0.28114703,-0.83828753,-0.7861344,-0.32870337,-0.47585857,-1.209254,0.051900193,-0.556742,0.22529191,-0.35333908,0.0680175,-0.11712271,-1.5501393,0.3306684,-0.09950283,-0.113463655,-1.1088146,-0.09136455,-0.11113764,-0.21214944
Mir1930,0.07546604,0.45345467,-1.2484214,-0.42712045,-1.4397881,-0.38168317,-0.21868691,-0.835019,-0.53341115,0.33179328,0.21486503,0.71896833,-0.38972604,-0.45023182,-0.24610376,-0.14238119,-0.1372272,-1.9684712,0.8080662,-0.6121527,0.16914362,-0.0846799,-0.0024116784,-0.2811911
Gm19402,-4.288351,-4.486366,-1.1632892,0.39625323,0.5150973,0.81306636,-1.1563843,-2.2885544,-1.8502808,-3.3523278,-1.6453619,-2.4897428,0.5475287,-1.2935317,-0.8761661,-0.020249218,-0.44879472,-2.69869,-1.1865776,0.13197094,0.31697023,-3.0801332,0.55482656,-0.24610649
Gm10272,-0.3583236,-0.8661093,-3.3536859,0.528646,-0.45631003,-3.147738,-0.52838933,-1.9760555,-4.1662517,-1.8732736,0.32998717,-1.8224344,-1.5255729,-0.09392786,-1.4812145,-0.15653789,-2.894309,-2.4524488,-2.4179459,-0.5678041,-3.8081937,-3.9881444,-0.15617263,-2.2899332
Gm10024,0.66272306,-0.8990093,0.11299932,0.5210383,-0.9841397,0.009241581,-4.168994,-0.24109393,-4.70738,0.18028164,0.496884,-3.1474822,-3.9425766,-1.2960982,-4.2676487,-0.17631412,-1.5786623,-3.437583,-3.9986405,-4.416653,-4.109888,-2.2927713,-2.9397511,-2.937715
Gm10142,-3.8522973,-4.2141886,-2.6839662,-4.0661917,-0.757022,0.6441951,-4.4730234,0.4697131,-4.2554817,0.90113425,-0.14825904,-3.9249237,-4.4826097,-4.7412887,-5.0121717,-1.8438984,-1.3474113,-3.3073888,-3.9306633,-3.220017,-2.743614,-0.38557768,0.23775971,-3.4981945
Krtap12-1,-3.6154945,-3.423139,-1.5387136,-3.8122578,-2.3583345,0.11050677,-0.908389,-2.7184997,-3.4151506,0.49616802,-4.333274,-3.808345,-0.7884897,-4.3185167,-4.150015,-3.4683561,-0.5241674,-3.0955825,-2.6148868,-0.33996755,-0.5535514,-0.61947834,-0.4520256,-0.20230925
Gm3238,-0.34753075,-1.2414804,-1.7034223,-1.9653658,-0.103952184,0.6412251,-0.35778213,-0.26068813,-3.5737581,-3.4943318,-0.20676467,0.8649235,-1.4254642,-1.1178191,-2.7340078,0.47036397,-0.45697382,0.38036203,1.0668113,-1.2809558,0.2423721,-2.8468637,-0.22557098,-0.14555046
Gm19668,0.27412206,-2.697333,-0.15988922,-0.22174068,-0.29762843,-0.306324,0.025842905,-1.0819154,-0.78707093,-2.81883,-0.827222,0.64396155,-3.433564,-1.379642,-0.6661266,0.0028821528,-0.39394295,-2.2359488,0.304954,-0.47040415,0.3481151,-2.800814,-0.94700426,-0.4271535
Gm2696,-1.3255265,-0.9331849,-0.1689975,-3.2315707,0.42595798,0.032318234,0.24622089,-0.042497337,-1.125214,-0.15381858,-0.22254123,-2.3345494,-3.516847,-0.7071024,-4.021574,-0.059568614,-1.113178,-3.1029518,-2.9842293,-2.0380793,-3.3208709,0.16614252,-3.7428637,-0.5629244
Krtap10-4,-0.33204484,-0.47110114,0.21100396,-4.0502343,1.004974,-0.58642524,-1.9685454,0.26765728,-3.877004,-3.2059143,-1.9796386,-2.8847463,-3.5506482,0.016107678,-3.6498384,0.3701347,-0.46663335,-3.092267,-2.29044,-0.848208,-0.8999903,-0.38254577,-0.87699443,-0.60772693
Gm10318,0.039874434,-2.2200282,-1.458186,-2.970014,-0.12212944,-3.6762202,0.45231378,0.22968674,0.25024092,0.892395,-0.17449999,-3.4621503,-3.6985936,0.69428134,-1.3627717,-2.2969077,-0.8284551,1.5565767,-3.4281094,-2.2446404,0.10530114,-1.5896178,-2.7881541,-3.0420136
Gm3285,0.2703045,-1.5353512,-4.03606,-0.35971436,-0.1921411,0.40447414,0.36560863,-0.55769527,-0.53380483,-0.4083423,-0.93670315,-2.6449585,-1.2833917,-0.7506139,-4.018258,-0.3490029,-0.33567256,0.42630386,-3.0673404,-0.1267646,-0.29725116,-0.43405414,-0.40488115,0.5754404
1700009J07Rik,-0.06777939,-0.7367823,-1.5899636,-2.696917,0.1705519,-0.028039455,0.450603,-0.5041092,-0.57611024,-2.8014379,-3.8850706,-0.47378543,-0.97309476,-0.505883,-3.8758447,-0.11823554,-0.36449003,0.41490668,-2.0827656,-1.0802352,-0.86012983,-0.92929024,-1.8334907,-0.2221353
