,Shared topic 1,Shared topic 2,Shared topic 3,Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Shared topic 11,Shared topic 12,Shared topic 13,Shared topic 14,Shared topic 15,H3K27me3 private topic 1,H3K27me3 private topic 2,H3K27me3 private topic 3,H3K27me3 private topic 4,H3K27me3 private topic 5,H3K27me3 private topic 9,H3K27me3 private topic 10
Tomm40l,-0.36318755,0.0029230416,-0.00949055,-0.24782053,-0.2832325,-0.03753695,-2.9908438,0.26297003,0.65639,-2.9222841,-0.030159414,-2.1732812,0.60548764,0.44217724,-0.010563403,-0.40183502,-0.3634983,-0.67719525,-1.6426533,-0.36014807,-0.34604946,-0.98115414
Fcer1g,-3.5214763,-0.9452728,-2.322242,-3.2472537,-1.4853086,-1.1742162,-0.6449852,-3.3931074,-1.5074589,1.0180576,-0.5375043,0.059049785,0.27194452,0.35753942,0.31338245,0.72269094,-0.5843359,0.100119114,-1.4756362,-0.19231156,-1.1760373,-2.7014167
Adamts4,-0.24628302,-2.4608705,-1.0102656,-0.1367995,-0.6251423,-1.6772621,-0.08630186,0.14855638,0.33972183,-0.6672583,-0.004333496,0.47730368,1.3022999,0.9226786,1.0785958,0.025183469,-0.23103386,-1.0797828,-1.0762388,-0.06770676,0.0074240863,-0.18745127
Nit1,-2.7139678,-0.45416623,-3.1666145,0.6105139,-1.6882654,-3.5036051,0.5246322,0.31516874,0.29153097,0.5916592,-2.9696915,-0.7053492,-0.5221163,-0.5816827,-0.8165618,-2.2941976,-0.65635073,-0.009552956,-0.76770675,-0.6859021,-0.4921434,-0.63417137
Tstd1,-0.381451,-2.7436574,-1.1647363,-0.3213405,-0.41173148,-1.3874482,-1.55531,-3.0387468,0.569348,0.38951945,-3.180876,-0.23590878,-0.15850511,-1.236525,-0.8491914,-2.4650898,-0.52791953,-0.29811195,-1.7189404,-0.08214432,-1.126275,-2.2019162
Alyref2,-1.5323434,-0.31964198,-0.8743647,-0.20155649,-0.017044514,-0.6285783,0.2080681,-1.7325319,-0.37650096,-0.13760513,-0.33272576,-0.78695565,0.08981061,-0.050490692,-0.17215951,-2.6169443,-0.24147157,-2.8375282,-0.20840414,-0.27163783,-0.23789746,-0.46289188
Pea15a,0.7851825,-0.8295754,-1.6540166,-0.36571532,-0.13898925,0.14424059,0.26952076,-0.2944469,-0.2423434,-0.6815454,-0.18017752,-0.73023444,-0.10730006,-0.39138418,0.1093086,-0.0476242,-0.37565312,0.37942213,-2.6927555,-0.35728148,-0.45787358,-0.29824567
Tagln2,0.6369902,1.7159231,-1.2241627,1.1346016,1.3678434,-0.2986506,0.6609306,-0.25822794,1.5205241,0.16931042,-3.119116,-0.7371718,-0.7672062,-4.0281096,-1.5276623,0.39105773,0.008411944,0.33917114,0.34314266,-0.43964502,-1.4982991,-0.36863878
Cfap45,-1.8430384,2.229942,0.5391654,-0.757658,0.3677615,0.3646294,-2.1440756,-2.057021,-0.38580102,0.070929974,-0.28189912,0.022960246,-0.9247142,-0.69259435,-0.34813625,0.9331368,-0.91706306,-0.2575416,0.9385158,-0.029509269,-0.12693992,-0.4370742
4933439K11Rik,-3.7479858,1.6598718,0.75554734,0.006455794,-0.29498336,-0.19814047,-3.0558653,-1.4018419,-2.0344253,-0.42976585,-0.21953878,-1.4147983,-1.2658802,-0.06914747,-0.80803794,0.7125908,-0.11868656,-0.24298182,0.027653798,-0.1962543,-0.052681856,-0.39021567
Hmga2-ps1,-0.13864113,0.057305977,0.032289848,0.89274406,0.797406,0.12521872,-0.012202427,-0.1096666,1.0388606,0.56086195,-0.61812735,0.023390636,-0.23260413,-0.38070527,-1.3957008,-1.4026502,-0.15107653,-0.78864926,-0.13199025,-0.2402792,-0.96176094,-0.3787778
Gm5069,1.0490605,-0.03420725,-1.0339417,1.594916,1.1139257,0.039465047,-0.78887546,-0.20978704,1.4588456,0.75480634,-0.008287743,0.047821827,0.0048975646,-0.36157405,0.31867525,-0.14161412,-0.12071694,0.12742518,-0.88832396,-0.27354547,-0.09848033,-1.9794744
Mir6904,-0.2357548,-3.0580027,-0.47438672,0.7986809,-0.44632292,0.16871244,-1.5116557,-1.5973711,-2.9662478,0.7166623,0.76612866,-0.3576147,0.9635625,-0.14228135,-0.517204,-0.6219616,-1.932415,0.4855638,0.1547007,-1.9423245,-0.10969895,-0.5637754
1700056E22Rik,-1.0668362,-0.9560918,-0.19137001,-0.056613743,-0.29298627,-0.7092277,-0.09808332,-0.46707717,-0.41801825,-0.4507357,-0.25725043,-3.1010633,-0.35253295,-1.4987584,-1.3076063,-0.030620523,-0.09597942,-0.00015543401,-0.16171305,-0.08667775,-0.35226548,-0.045686457
Mir1981,0.8861566,0.07229507,0.11118701,0.41428077,-0.022458829,-0.9139765,-0.075438485,-2.1373124,0.28302526,0.17210338,-1.2244135,-1.3843539,-0.3746721,-0.4713679,-1.2720288,-0.5976009,-0.09218726,0.09450814,-0.8463193,-0.06320176,-0.57148004,-0.48853293
Snora36b,0.16211927,-1.0082533,0.6303984,-0.6745218,-0.3960415,-0.13055542,-2.28363,-0.2894678,-1.3202876,-0.955462,-1.2678201,-0.3188224,-1.3910699,-1.5047048,-2.3420253,0.08734417,-0.40316403,-1.9101577,0.055553555,-0.3020826,-0.28160912,-2.2795215
5033404E19Rik,-0.5897608,-0.9660766,0.0045340434,-0.5963322,-0.74835724,-0.15269247,-0.051135983,-0.030329853,-1.5917124,0.35569534,-0.24035564,-0.6267816,-0.17130926,-0.0056735203,0.10040778,-0.016858414,-0.12790255,0.4060747,-0.70528704,-0.20902982,-0.062441524,-0.2519056
A230020J21Rik,-0.18591711,-1.016856,0.05488187,-3.4328496,-0.22477654,-0.3852355,-0.6432095,-0.9109159,0.4717046,-0.9919298,0.23021501,0.31044245,-0.589498,-0.12075794,-0.37859467,0.13889778,-0.4653467,-3.0199254,-0.16105917,-0.50930625,-1.5654387,-0.5851213
1700065J18Rik,0.05114889,-1.4653679,1.4709022,-0.5837297,-0.156306,-0.24168521,0.08742139,-0.60336727,-0.39554933,-0.13617924,-0.67289644,-0.14166792,-0.9322391,0.37160853,0.23751512,0.070003435,-0.2760179,0.46559203,0.08378169,0.14155872,0.25688422,-1.567326
Gm15867,0.40601197,-1.8850261,1.046758,-0.27473155,-0.18389086,-0.2440058,-0.7693868,-1.5096836,-0.7866455,-1.157523,0.0502372,-0.018015224,-0.9256522,0.7833824,0.90832514,0.68239444,-0.11812908,0.8254002,0.33606,0.045506343,0.18517955,-0.82772267
A630066F11Rik,0.17742735,-1.9506403,-1.2861662,-3.436526,-0.038527012,-3.485108,-0.5944968,-1.292552,0.06983864,-3.247842,-3.5917425,0.20173568,-3.3949287,-0.54032755,-0.27537724,-0.5433419,-0.5239124,-1.5361196,0.23597991,-0.49303415,0.001244843,-0.64051086
BC020402,-3.2118616,-0.5952065,-1.9438856,-0.85529923,0.2594241,0.46234572,-2.3363519,0.11395854,-0.35837805,0.4260946,0.34643942,-3.3130596,-0.33923236,-0.27985206,-2.199099,-0.8937102,-0.96409106,-0.543733,0.030871093,-0.38147223,-1.2057426,0.17781115
Mir5104,-2.2848098,-0.38702223,0.38422635,-0.57819223,-0.6372475,0.16192327,-0.19978796,0.30551055,-0.4622585,-1.9785863,-0.2014489,-0.13852672,-0.74552715,-0.65869284,-0.93795407,-0.6266185,-0.07473868,-0.11824982,0.1033842,-0.52842355,-0.0020617396,0.13036336
Olig3,0.7033642,0.40423393,0.42438197,0.8984181,-0.2457941,0.18551871,0.36755073,0.61623096,0.27170935,0.6938883,-0.42500177,-0.33615896,-0.7543087,-0.55067486,-0.74962455,0.11083718,-0.16762973,0.32296738,0.007028805,0.16734342,-0.5319093,0.24109882
Gm33104,2.1379662,-3.0625546,-1.8862052,1.9365313,1.283246,-0.2292151,-0.16068625,-2.6901004,1.4011164,1.8866075,-4.031267,-0.1283433,-3.1887178,-3.8755987,-4.518776,-0.06791836,-0.2251738,-2.4508858,0.078022406,0.6204499,-1.0077538,-1.5264988
4930405J17Rik,-2.1345649,-0.70609605,-3.0853877,-0.31130934,0.99761236,-2.7055273,0.5360913,-3.5757394,0.7988522,0.48524964,-3.4358265,-0.56291485,-2.7414105,-0.053522646,-0.5584744,-2.3701053,-0.65796065,0.9779043,0.87160015,-1.5024822,-0.6349191,-2.877257
Rpl32l,0.22340056,-0.35806984,-0.1262034,0.19933653,0.57403344,-0.061967574,0.56057256,-2.9034972,0.23210844,0.42289388,-0.7989746,-0.449658,-0.68951446,-0.25173888,-0.9889628,0.4171071,-0.4757605,0.92164695,0.53417885,-0.44701073,-0.07957153,-2.3551502
Tcf21,0.58529925,0.85178053,-0.36506972,0.78946495,-0.016206238,0.04996922,0.5797669,0.72144,0.3767757,0.62195754,-1.395715,-0.44441158,-0.9462032,-0.66461945,-0.96101636,0.07473134,-0.035659716,0.47107986,0.108074665,-0.09855209,-0.5290525,0.4316484
Snora33,-0.9816717,0.036840618,-0.627501,-1.9537767,-1.1353344,0.103765786,-1.5925542,0.29460543,-0.22789341,-3.3963833,-0.9367081,-2.9414234,-0.60742885,-1.3364565,-3.9360716,0.35992432,-0.48884228,0.3137853,-0.22456825,-1.1197342,-0.5706971,-0.48723903
Snord100,-1.0703877,-0.024682343,-0.71915656,-1.9127605,-1.3600266,0.035315335,-1.5463371,-0.025212675,-0.26167262,-3.3081095,-0.78400105,-2.6239114,-0.59276295,-2.497228,-4.1333113,0.495243,-0.4804665,0.25880188,-0.04262203,-1.3096275,-0.58968467,-0.5096784
Taar3,-2.115046,-1.9561716,-1.1790438,-3.519219,-1.5219588,-0.5343227,-0.21714574,-3.2374926,-0.25335288,-0.57013047,-3.5572746,-0.17586553,-0.569065,-2.466989,-1.2160602,-0.84811676,-0.82272065,0.008043587,-3.2212942,-2.9595892,-0.22865313,-0.13169724
Taar6,-0.1227358,0.13703918,-0.424395,0.8180853,-0.8932146,0.6549616,-1.7502774,-0.077025294,-2.7030346,-3.099103,-0.71031344,-2.6445966,-0.2616057,-3.4087212,-1.5369172,-1.5903316,-0.68845534,-1.6619384,-0.49209523,-0.7113904,-0.315173,-0.87132
Taar7e,-3.683756,-1.051191,-3.6249418,0.6507032,0.0784744,-3.5776904,-3.2535486,0.91133404,-0.5305777,-2.0424225,-1.9749374,-3.4691098,-3.6790545,-0.18916005,-3.9678593,-1.8876691,0.08029711,-1.6683185,-3.4978,-3.93221,-1.134977,-0.56448495
Taar8b,-3.6405084,-0.33184466,0.00321275,0.29938483,-2.508165,0.45176625,-3.4080336,-3.4181123,-1.4536152,-3.5406926,-3.9118683,-3.5250604,0.00024706125,-1.3062234,-0.9860995,-0.18429661,0.446805,-1.8147767,0.5023099,1.0013129,0.29760587,-2.1218846
Taar8c,-3.6828613,0.6081078,0.7300941,-0.18956852,-3.2352154,0.71920323,-3.8747313,-2.993597,-4.1809397,-3.586596,-3.2053828,-2.5932205,-1.574911,-2.7647808,-2.1983724,1.0401866,-2.8078308,-2.745768,0.6351489,-1.1095445,0.5351645,-3.070181
Ctgf,0.33524513,-0.85765547,-1.3703762,0.6106496,0.46313953,0.2765659,0.29930255,-0.13684459,0.66752577,-0.27783602,-0.74827844,-0.035858147,-0.6991601,0.0047235787,-0.4132288,-1.2783598,-0.15386316,0.98971474,-0.41551632,-0.32180506,0.09277938,-1.8434399
Mir6905,-4.00175,-1.1497679,0.50707436,0.17800498,-3.3284123,0.56445706,-3.3996902,-0.5698301,-0.4621557,0.38724315,-3.77254,-3.9739513,-3.808208,-3.6799748,-0.3635742,-2.3952036,-1.2892293,-3.554376,-1.4573841,-0.090011,-2.7187238,-3.2581441
Gm9767,-0.79423904,1.2738494,0.25128278,-0.8383918,-1.7872427,-0.5110531,0.02311331,-1.9175318,-1.8245542,-0.86339265,-0.015993766,-0.91028893,-0.8030701,-0.013844684,-0.15656778,0.15958801,-0.15425558,0.012876779,0.7374698,-0.73899776,0.2646661,-0.29421386
9030612E09Rik,-0.89058506,-3.7704418,-0.050980873,-0.7992923,-3.1846268,0.14594619,-0.6841205,-0.059597533,-3.1083686,-0.5162908,-1.0006146,-0.4413258,-0.16569829,0.47368276,0.5261665,-1.0005244,-0.023122918,-0.03698737,-1.0657107,0.028438944,0.0757913,-0.38186207
Gm16998,0.62281376,-1.7457051,0.76993984,0.5527928,1.0405353,-0.63080555,0.20297956,0.48499364,0.80858606,0.24537909,-3.2976131,-3.229195,0.021204114,-0.71952564,-0.21907559,-0.11944755,-0.18568288,0.111353844,-0.8386194,-0.10329053,-0.4556526,-0.93118525
Sowahc,-1.2402707,-2.026671,-0.26252478,-0.4527699,-1.3728361,0.37357032,-0.8995701,-0.34702584,-0.8771865,-1.2669107,0.070437044,0.590448,0.6058675,0.8976606,1.3659179,-0.108528085,-0.20318653,-1.2511005,-0.8287344,-0.63732255,0.49887204,0.1242311
Ddit4,-0.33782864,-0.9425296,-0.1227497,-0.30849597,-1.0963554,0.056523427,-0.77900344,-0.88733006,-0.2669515,-0.5119002,0.49433088,1.2460728,1.217034,0.64359426,0.9255738,0.067198634,-0.10497582,-0.3774509,-0.076587416,-0.95156074,0.22915006,-0.29468745
Mir6906,0.252411,-1.4626782,-0.6241406,0.40539306,-0.06198611,0.59695005,-0.6246065,-1.3618902,-0.49134526,-0.7862168,1.4028562,0.07581939,-0.5286757,0.32471454,-0.12510072,1.2245004,-0.2002661,-0.5700875,0.16843349,-0.89252985,-0.49261072,-1.6146435
Mir6408,-0.20549136,-2.1080315,-2.589703,0.38495547,1.3784536,-0.15655047,-1.3576006,-1.0002478,-0.08569253,0.34801784,0.20280588,0.33988234,-0.70444036,-0.72020644,-1.4492741,0.8032523,0.088592336,0.21340102,-0.3410903,-0.63327897,-0.1060578,-2.0594225
Pldi,-0.340106,-1.0890843,-0.36935595,-0.7265289,1.1779666,-0.20843807,-0.6343689,-0.44726157,-0.5726729,0.48056972,0.06518148,-0.58154035,-0.8877694,-1.4087968,-1.8854948,0.016350985,-0.10112418,-0.26920673,-0.31926763,-0.044985183,-0.8448289,-1.354275
Mir466j,-2.165137,-0.5644065,-1.3407964,0.051004633,0.66892415,0.15163466,-1.9370234,0.62668306,-0.3464993,0.011623748,0.44336337,-0.5566771,-0.6201545,-0.5144595,-1.4666923,0.957286,-0.015419073,-0.43273044,-0.2960834,-1.0469897,-0.110581465,-1.4175003
Fam241b,0.96854794,0.58990383,0.22180653,0.6004633,-0.0811287,0.36956903,-0.2870279,0.24670532,0.33765575,0.8331533,0.7554723,-0.06798364,-0.7533076,-0.12249603,-0.7409324,0.5559416,-0.068699315,-0.5600215,-0.1009003,-0.2477042,0.1127408,0.11788775
Mir7662,0.2704927,1.3436179,-0.5269809,-0.23007676,-0.16875775,0.8407436,-0.7665118,-2.0387917,0.1489881,-0.07846335,0.59432083,0.3228988,-0.0188566,-0.46938694,-0.6534676,0.7768823,0.034969762,-2.8071747,0.18694067,-0.87329507,-0.054374844,-1.1149721
Stox1,2.4306,-0.110972695,-3.2371814,0.6699215,0.9462452,-0.5347568,-3.7506278,-2.0585685,1.2368922,1.1252502,-0.0693275,-0.012129709,0.40613478,-0.35565272,-0.31702173,-0.083292,-0.3642097,-2.924339,-0.5374832,-0.19178902,-0.18144758,-1.3768334
Mir7215,2.5966015,-0.3589608,-2.8749533,0.70213765,1.2081904,-0.9124142,-3.8831816,-3.1163704,1.390856,1.1068443,-0.23269558,-0.6395167,-0.01675044,-0.9151767,-0.55428433,0.085414276,-0.27902853,-2.7637346,-0.63028777,-0.26309744,-0.30961,-1.3976339
Atoh7,-2.1630707,0.73853284,-0.029017463,-0.791362,-0.63926,-0.029256726,-0.12992935,0.49456304,-0.89263207,-1.9745243,-0.11358276,-1.301878,-1.1400282,-0.057527646,-0.37345487,-0.67628664,-0.021588627,-0.4990268,-0.32426745,-0.05702547,-0.05317824,-0.057088096
Ado,1.6627946,-2.1617026,-2.274498,1.3571099,-0.09938887,0.23613083,0.70181316,-1.2897009,0.77118045,1.5546736,-1.5421152,-0.4663037,-1.0393136,-1.0995529,-1.2463807,-0.12514938,0.041104138,0.5927457,-0.37804002,-1.0418315,-0.48155868,-0.32005584
Gm5779,-3.1452568,-0.3016358,1.0113758,-0.22890593,-1.0125036,0.20361465,-0.73058105,-0.0064871013,-3.4840996,-1.0812287,0.002556324,0.0012426376,-2.4731097,-2.1718295,-0.61502224,0.17461234,-0.41269404,-0.78348523,0.25073832,-0.35413963,-0.39570767,-0.72332394
Ddt,0.55814224,-2.688102,-1.7804369,0.84535134,0.6637566,-3.498032,-0.67126477,-0.25583336,0.66463065,0.32480532,0.49577636,0.96503305,0.63213205,-0.10024017,0.38668865,-2.4792445,-0.2749604,-1.1780447,-0.6882812,-1.4331186,0.39608532,-1.042886
Gstt3,0.8375632,-3.385559,-2.9295,0.7703757,1.0004181,-0.19670677,-0.164578,-0.4803411,1.4198866,0.5826471,0.36068112,0.8640902,0.52799803,0.5841304,0.7631879,-2.5346298,-0.22767766,-0.8791813,-0.5859287,-1.302524,0.2374371,0.09978458
Gstt2,0.15092158,-2.2263858,-3.643187,1.1828331,1.0803118,0.27510464,0.10270037,0.5619125,1.2735151,0.39120126,-0.12027239,-0.061814,0.39878768,0.35009843,0.18806657,0.0457654,-0.17446631,-0.102717824,-0.18437791,-0.767556,-0.23413035,0.43122226
Mif,-0.37052792,-0.9559796,0.001631245,0.52612686,0.53099394,-0.4694399,-0.93274236,-1.864945,0.0023769736,-0.07335627,0.6584578,0.5024593,0.6842632,0.42874658,0.44119304,0.3236065,-1.1068392,0.2866038,0.22479898,-1.2105043,-0.10025589,-0.9451662
Chchd10,0.3777325,1.0804495,-0.11222153,0.16950062,0.29713008,0.09309566,-0.26625326,0.17336436,0.15730451,0.36868003,0.112355486,-0.06049703,0.17871635,0.6982666,0.82655174,-1.1327547,-0.16188598,0.3372519,0.07847823,-1.3914254,0.06943041,-0.21284518
Gm867,0.5557019,1.3742114,0.2415924,0.5501158,0.16237,0.24212942,-0.4381468,0.17387047,-0.72950876,0.0036298186,-0.25160807,-0.8233802,-2.252333,-0.25019735,-1.2136953,-2.2659004,-0.11869077,0.63300437,0.023712143,-1.6410302,-0.0093779415,-1.9461734
Vpreb3,0.95121264,-0.46124238,-0.24042681,0.13887998,-0.11409046,-0.23828402,0.36405724,-2.3747828,-0.0857015,-0.75667727,0.5818261,0.7474261,0.38702124,0.5428206,0.9797877,-0.99274796,-0.19834921,0.60663253,-1.3926752,-1.5226293,-0.45248944,-2.5616858
Mir6409,-1.1446326,0.244483,-0.59203655,-3.370117,-2.9503136,-0.5020201,0.11485821,0.093268156,-3.5465302,0.40378237,-0.7951445,-1.3621235,0.11610097,-0.05852568,-1.6701709,-0.25441012,-0.48442623,-2.3926687,-3.0245883,-0.28582436,-1.3165126,0.6042769
Mir678,0.15626824,0.2486766,0.26578927,0.82716,-0.9336395,0.3545301,-0.44177058,-0.86577755,-0.42467687,-3.344624,-0.77335036,0.45969254,-0.3200728,0.076401114,-1.9472089,-2.7396,-1.2242715,-0.43997005,-0.7347686,-0.11231208,-0.6419422,-0.53752553
Sumo3,-0.12498242,-0.37531742,0.4258374,0.7207794,-0.011053443,-0.54962254,-0.054238975,-2.141554,-3.4798613,0.49167752,-0.87065685,-0.42160872,-0.6101466,0.32304454,-0.25225165,-2.5917318,-0.7706543,-0.0422194,-1.0778701,-1.654464,-0.4130319,-1.8925291
Gm19402,-3.4216232,-0.26515257,0.56733584,-0.30434048,-0.564799,-0.069702595,-0.81158423,-0.20710498,0.089322686,-0.69111407,1.1286137,-0.24058867,0.91839683,-0.23732308,0.34135893,0.9263036,-0.26730806,-1.2154123,0.05945386,-0.24152036,-0.11278051,-0.31776804
Gm10272,-3.6385283,-2.921033,-0.12215257,0.49640536,-1.5490382,-1.9655476,-2.3124628,0.43647087,-0.71801245,0.53231406,1.3574736,0.41589892,0.7712951,-2.9406583,0.14638448,-0.51392925,-1.6633292,-2.637109,-0.17582318,-1.0867181,-1.4401803,0.10035604
Gm10024,-3.3979206,-3.881375,-0.22871256,0.0022343397,-0.43111113,-3.348785,-3.6448445,0.23534262,0.27122378,0.503561,0.33302677,0.34317243,0.5435561,-0.065292835,-0.22249311,-3.1298559,-0.7081171,-3.5273576,-2.889597,-3.3679452,-0.30589986,-0.030478
Gm10142,-1.7179568,-3.2185984,-0.5161047,-2.6297812,-0.2922964,-3.30856,-3.5783608,-0.11794424,-0.16403395,-0.058210313,-3.221368,0.6474794,0.5743356,-0.33412153,-0.269669,0.35559952,-1.468571,-3.5696375,-3.1536927,-0.9490472,-1.8964099,-0.10553497
Krtap12-1,-3.5630922,-1.3838934,-2.7826402,-3.769796,-0.6333821,-3.2708454,-3.2351174,-3.2712996,-2.9012418,-3.393607,-0.2523157,0.8590499,-0.010622501,-0.3480277,-0.48164213,0.9539341,-1.8160083,-3.4632246,-3.253957,0.07009578,-0.5811182,-1.0116993
Gm10100,-0.01142776,-0.28947115,0.19307256,0.13159108,-0.6768718,0.58887047,-2.584759,-3.3186476,-1.0719593,-2.1185846,0.48755884,0.89203465,-0.47625703,-1.2943797,-0.62768745,1.1797748,-0.7853974,-1.3176092,0.35646057,0.15431204,0.15952602,-2.088616
Gm2696,-2.04207,-0.42669863,0.9334252,-3.5115297,0.077697515,-2.9881938,-1.9570396,-2.1091776,0.27243298,-1.4718937,-0.22687158,0.31619233,-0.33394873,-1.2139822,-3.218258,0.040090054,-0.31521443,-0.37521964,-0.5095366,-0.2092737,-0.24724746,-0.39243537
Krtap10-10,-1.1811378,-0.43730372,0.22538161,-3.4291255,0.4912628,-3.2564497,-1.3271043,-2.4905233,-2.1765904,0.37986368,-0.97825956,-0.1674839,-0.71340024,-0.06704098,-2.1390138,-0.26945284,0.5981661,-1.1058133,-0.07224089,-1.6089468,0.43174696,-1.8721414
Gm10318,-2.363421,-0.9034835,0.1421206,-0.9759876,-0.35081428,-2.995225,-0.18990937,-1.0393008,-0.095320314,-0.40234828,0.9704329,-0.15583017,-0.21252541,0.23341447,-0.17293888,-0.9373692,-0.77685666,-0.07335901,0.5047013,-2.4275322,0.116736114,-2.6181512
Gm3285,-1.5224125,-0.3714199,0.1972625,-3.7291393,-0.12426033,-1.5864769,-0.033658847,-1.7299142,-0.99237597,-3.3177066,0.85290945,-0.3908164,-0.8371531,-0.44369859,-0.74752027,0.40431517,-0.2273528,0.8338734,-0.19467337,-0.0059940666,-0.30027506,-0.9256946
Mir6907,-2.8973758,-0.70598114,0.25707126,-0.10260853,-0.78676504,0.30923545,-0.8754473,-2.3262987,-0.38202387,0.2009145,-2.9457061,-1.509907,0.18044442,-0.19793907,-0.33297136,-2.6945426,-0.35577008,-2.1094842,-1.4709342,-0.97985065,0.084475875,-0.6123202
Cstb,0.24684358,0.13733727,-0.3537217,-0.033554614,-0.086015224,0.13925976,-0.35129794,-3.1943889,0.6050775,-0.14065284,0.1982007,-3.0881991,0.46794665,0.3667503,-0.20909935,-3.2122977,-0.658884,-0.82814634,-3.4923337,-1.6111892,-0.08274126,-3.0137975
Mir6410,-2.7278595,-0.5964778,-3.160703,0.33947515,-0.61575425,-0.33841062,0.6048776,-0.4227146,-1.4264425,-3.625233,1.0432862,-0.017558813,0.65908337,-1.1374964,0.20549518,0.44377708,-1.8956008,-1.5839833,-1.466557,-2.7345142,-1.7523303,0.14090776
Mir6909,-0.048191324,-0.6372286,0.58110535,-0.24618918,-0.040884167,-0.3270772,-0.7011245,-3.5457995,0.08027542,-3.190086,-0.28940502,-0.5602526,-2.196754,-0.3571344,-0.83119106,0.44597155,-0.27256778,-1.2669867,-0.15269741,-0.34501135,0.515298,-1.46227
Fgf22,-0.05275458,-0.64277697,0.49129486,-0.559463,-0.43183124,-2.8241138,0.341133,0.15051755,-2.382509,0.118424356,-1.0245864,-2.5345397,0.31443644,-0.24540824,-0.5157372,-2.2012296,-0.32285458,-0.057263702,-0.054569036,-0.36324713,-0.7519083,-1.32899
Fstl3,0.17379975,-0.9185255,-0.08269927,0.7435398,0.87456095,-0.48416802,0.5349876,0.41231686,1.2212708,0.58580005,0.29617143,-2.6827543,0.6716019,0.18107775,0.39513856,0.16776472,-0.13779163,0.236936,-0.18672499,-0.097927555,-0.15568681,-0.51806796
Prss57,0.5884942,0.19272435,-0.25886658,0.6698682,0.22790053,-0.74946386,-0.147997,0.22926086,0.42396396,-1.6472197,0.2826409,-0.5872973,0.51334625,-0.33673233,-0.44621444,-2.6349123,-0.1359073,0.034877688,-0.16198413,-0.14779334,-0.057103135,-0.42481512
E130317F20Rik,0.2494334,-0.9460535,-0.21691868,-0.39259952,-0.20471606,-0.24336901,-0.14832123,0.13860404,-0.51056653,0.12902361,-1.0978584,0.4902314,-1.9036932,-0.14785583,-0.58025426,-1.2217396,-0.17862079,-0.16874953,-0.16100764,-0.17158099,-0.10480122,-0.18320964
Mir6910,0.28286862,0.036605656,-0.35596788,-3.0098677,-0.29454786,0.004651338,-1.1782985,-0.56358683,0.117883384,-0.86078227,-0.11877218,0.39578944,-1.5329721,-0.05261597,0.13513279,-2.6193967,-0.46019506,-3.3760328,-1.3412981,-0.9669777,-1.3686008,-1.1873574
Prtn3,0.6710809,-2.6335483,-1.6459862,0.25047734,0.9177313,-0.10064517,0.5211944,-0.96029824,0.5414152,0.032368675,0.52267164,0.45353234,0.59364194,-0.08739701,0.27781346,-0.30606484,-0.19753462,-0.6581515,0.33768892,-0.6301395,-0.14925335,-0.64645773
Elane,0.54798716,-1.2095102,-2.133543,0.55574465,0.9972873,-2.6923757,0.063446864,-0.945993,0.48091018,0.07793766,0.29793608,0.3431364,0.2955647,-0.35036838,-0.7069228,-0.61962163,-0.1531252,-0.45012292,0.35765937,-0.74476534,-0.20694873,-0.09738742
Cfd,-1.3065754,-3.0579662,-0.5958037,-0.002682656,-0.36439833,-3.3926334,-0.45752108,-3.1438959,-0.5297213,0.19681036,0.9019673,0.80978966,0.72430587,0.09418419,-0.29316667,-0.4273943,-0.39172974,0.5755911,-0.60560745,-1.7245798,0.47496486,0.09836388
Grin3b,0.55193,0.4092133,-0.86874306,0.7489841,0.42314255,-0.12663218,-0.6760882,0.109516874,0.95584834,0.39427322,0.35856816,-0.66513944,-0.5861958,-0.1765475,0.052063502,-1.1518108,-0.0641699,-0.06750682,-0.06640155,0.053085282,-0.08496274,-2.128115
